DUNS_NUMBER;CAE1;NOME;MORADA;LOCALIDADE;COD_POSTAL;ENDERECO_POSTAL;CONCELHO;DISTRITO;TELEFONE;FAX;EMAIL;WEBSITE;NUMERO_CONTRIBUINTE;VENDAS;EMPREGADOS;FUNCAO_E7;TITULO_ACADEMICO_E7;NOME_E7
452153174;41200;OBRIVERCA - CONSTRUÇÕES E PROJECTOS, S.A.;ESTRADA NACIONAL 10, BLOCO 4 6. - EDIFÍCIO PRATAGI;ALVERCA DO RIBATEJO;2615-132;ALVERCA DO RIBATEJO;VILA FRANCA DE XIRA;LISBOA;219937050;219937053;obriverca.sa@mail.telepac.pt;;501652493;71498414.47;80;Director de Marketing;Dra.;Sandra Isabel Vieira Rodrigues
450269089;46660;XEROX PORTUGAL - EQUIPAMENTOS DE ESCRITÓRIO, LDA;AVENIDA INFANTE DOM HENRIQUE, LOTE 1/2 - EDIFÍCIO XEROX;LISBOA;1950-421;LISBOA;LISBOA;LISBOA;210400400;210400401;xeroxportugal@xerox.com;www.xerox.pt;501656677;71357619.82;189;Director de Marketing;;José Pereira Esfola
452378946;51100;DEUTSCHE LUFTHANSA AKTIENGESELLSHAFT;AVENIDA DOM JOÃO II, EDIFÍCIO CENTRAL OFFICE 1.17.03 10.;LISBOA;1990-084;LISBOA;LISBOA;LISBOA;218924400;218924444;infoflyway@lufthansa.pt;www.lufthansa.com;980016444;71314942.68;66;Director de Marketing;;Carlos Brighton
450378484;10711;PANRICO - PRODUTOS ALIMENTARES, LDA;ZONA INDUSTRIAL DE SÃO CARLOS, LOTE D APRTADO 12;MEM MARTINS;2725-473;MEM MARTINS;SINTRA;LISBOA;219269200;219269287;p.alonso@mail.telepac.pt;www.panrico.com;501487646;70724536.29;576;Director de Marketing;Dr.;João Mourão
454546912;45110;CARCLASSE - COMÉRCIO DE AUTOMÓVEIS, S.A.;ESTRADA NACIONAL 101 - NOGUEIRA;BRAGA;4700-005;BRAGA;BRAGA;BRAGA;253240010;253240019;info@carclasse.pt;www.carclasse.pt;503048852;70639389.86;281;Director de Marketing;;Filipe Oliveira
450254842;58130;PRESSELIVRE - IMPRENSA LIVRE, S.A.;AVENIDA JOÃO CRISÓSTOMO, 72;LISBOA;1050-128;LISBOA;LISBOA;LISBOA;213185200;213147830;bugreportcm@mail.telepac.pt;www.correiomanha.pt;500856141;70024328.29;389;Director de Marketing;;Isabel Rodrigues
454555681;27320;CABELAUTO - CABOS PARA AUTOMÓVEIS, S.A.;AVENIDA DA INDÚSTRIA, 380/382 - BRAGADELA;RIBEIRÃO;4760-706;RIBEIRÃO;VILA NOVA DE FAMALICÃO;BRAGA;252499120;252499167;geral.cabelte@cabelte.pt;www.cabelte.pt/cabelauto;502923210;69799057.74;167;Director de Marketing;Eng.;Antonio Luis Brochado Coelho
449179316;46740;WURTH (PORTUGAL) - TÉCNICA DE MONTAGEM, LDA;ESTRADA NACIONAL 249/4, EDIFÍCIO WURTH;ABRUNHEIRA;2710-089;SINTRA;SINTRA;LISBOA;219157200;219151331;wurth.portugal@mail.telepac.pt;www.wurth.pt;500302030;69628180.57;828;Director de Marketing;;Nuno Altino Fernandes Dias
452805815;20200;SAPEC - AGRO, S.A.;AVENIDA RIO TEJO - PARQUE INDUSTRIAL SAPEC BAY - HERDADE DAS PRAIAS;SETÚBAL;2910-440;SETÚBAL;SETÚBAL;SETÚBAL;265710100;265710105;jmartins@agro.sapec.pt;www.sapecagro.pt;503463060;69462933.56;200;Director de Marketing;Eng.;João Martins
449103639;46450;BEIERSDORF PORTUGUESA, LDA;RUA SOEIRO PEREIRA GOMES, 59;QUELUZ DE BAIXO;2730-178;BARCARENA;OEIRAS;LISBOA;214368500;214362874;bdfpis@mail.telepac.pt;www.beiersdorf.pt;500043531;69229387.88;92;Director de Marketing;Dr.;João Nogueira da Silva
454673476;46350;NUELMOS - SOCIEDADE DE COMERCIALIZAÇÃO DE VARIAS MERCADORIAS, LDA;ESTRADA EXTERIOR DA CIRCUNVALAÇÃO, 1326;RIO TINTO;4435-238;RIO TINTO;GONDOMAR;PORTO;;;nuelmos@mail.telepac.pt;;503166456;68923102.35;25;Director de Marketing;;Manuel Vitor Garces Costa
449184860;41200;EUSÉBIOS & FILHOS, S.A.;AVENIDA SÁ DE MIRANDA, 301;IGREJA;4720-285;CARRAZEDO AMR;AMARES;BRAGA;253900200;253993350;eusebios@mail.telepac.pt;www.eusebios.pt;500102520;68615236.76;471;Director de Marketing;;Fernando Machado
453462095;47711;ITALCO - MODA ITALIANA, LDA;RUA JOSÉ ANTÓNIO SERRANO, 5;LISBOA;1150-199;LISBOA;LISBOA;LISBOA;218814400;218814405;mdutti@regojo.pt;www.massimodutti.com;502608285;68444336.52;627;Director de Marketing;;Sara Ferraz
453196321;58290;MSFT - SOFTWARE PARA MICROCOMPUTADORES, LDA;AVENIDA PROFESSOR DOUTOR ANÍBAL CAVACO SILVA, EDIFÍCIO QUALIDADE C1-C2 - TAGUS PARK;PORTO SALVO;2744-010;PORTO SALVO;OEIRAS;LISBOA;214409200;214412101;ritaf@microsoft.com;www.microsoft.com/portugal;502586745;67565890.07;327;Director de Marketing;;Javier Arrupea Gitlin
450492210;56290;UNISELF - SOCIEDADE DE RESTAURANTES PÚBLICOS E PRIVADOS, S.A.;RUA CIDADE DE LISBOA, 8 - PARQUE INDUSTRIAL ARNEIRO;SÃO JULIÃO DO TOJAL;2660-456;SÃO JULIÃO DO TOJAL;LOURES;LISBOA;219739300;219739319;geral@uniself.pt;www.uniself.pt;501323325;66804939.97;2015;Director de Marketing;;Carlos Nobre
455003939;46711;REDIL - COMBUSTÍVEIS, S.A.;ZONA INDUSTRIAL DE ROLIGO;ESPARGO;4520-153;ESPARGO;SANTA MARIA DA FEIRA;AVEIRO;256330080;256330085;info@redil.com;www.redil.com;503253200;66291101.89;46;Director de Marketing;;Nelson Simões
450268362;41200;RAMOS CATARINO, S.A.;RUA PROFESSOR FERNANDO SERRA OLIVEIRA, 90;FEBRES;3060-318;FEBRES;CANTANHEDE;COIMBRA;231467100;231460008;info@grupo-catarino.pt;www.grupo-catarino.pt;500824428;66260622.2;203;Director de Marketing;;Ana Rebelo
449386015;23312;GRES PANARIA PORTUGAL, S.A.;CHOUSA NOVA;ÍLHAVO;3830-133;ÍLHAVO;ÍLHAVO;AVEIRO;234329700;234329702;margres@margres.com;www.margres.com;504073788;66202919.31;541;Director de Marketing;Dr.;Alberto Ramos
454641697;58120;PÁGINAS AMARELAS, S.A.;AVENIDA DOM JOÃO II, 1.17.01 7º;LISBOA;1998-023;LISBOA;LISBOA;LISBOA;218989500;218989510;pa@paginasamarelas.pt;www.pai.pt;503103578;66059229.25;463;Director de Marketing;Dr.;Miguel Pinto
449465665;46350;AUGUSTO DUARTE REIS, S.A.;RUA ALFREDO DA SILVA, 8 BLOCO A/B-ARMAZEM A;AMADORA;2610-016;AMADORA;AMADORA;LISBOA;214709600;214709609;augustodreis@adr.pt;;500033170;65656754.24;42;Director de Marketing;Dr.;Nuno Antunes
449039312;46762;INAPA PORTUGAL - DISTRIBUIÇÃO DE PAPEL, S.A.;RUA DAS CEREJEIRAS, 5/11 - VALE FLORES;SINTRA;2710-632;SINTRA;SINTRA;LISBOA;219239500;219239551;geral@inapaportugal.pt;www.papelonline.pt;500156760;65285726.02;106;Director de Marketing;Dr.;Manuel Jardim
453604407;24420;NAVARRA - EXTRUSÃO DE ALUMÍNIO, S.A.;VEIGA DAS ANTAS;NAVARRA;4710-670;NAVARRA;BRAGA;BRAGA;253603520;253677005;geral@navarra-alu.com;www.navarraaluminio.com;502609621;64649580.9;344;Director de Marketing;Dra.;Patricia Moreira
452146004;55116;VILA GALÉ - SOCIEDADE DE EMPREENDIMENTOS TURÍSTICOS, S.A.;CAMPO GRANDE, 28 11º;LISBOA;1700-093;LISBOA;LISBOA;LISBOA;217907600;217907650;sede@vilagale.pt;www.vilagale.pt;501697276;64496049.96;1110;Director de Marketing;;Gonçalo Nuno Stoffel Rebelo de Almeida
449137694;46460;SCHERING LUSITANA, LDA;ESTRADA NACIONAL 249 AO KM 15;MEM MARTINS;2725-397;MEM MARTINS;SINTRA;LISBOA;219269900;219218471;luis.nunes@schering.pt;www.schering.pt;500243077;64374518.85;124;Director de Marketing;;Jorge Manuel C. Tavares
449001783;20301;TINTAS ROBBIALAC, S.A.;VALE DE LIDE;SÃO JOÃO DA TALHA;2695-000;SÃO JOÃO DA TALHA;LOURES;LISBOA;219947700;219947794;robbialac@mail.telepac.pt;www.robbialac.pt;500233152;64260128;494;Director de Marketing;Dr.;Jose Cristovão Carlos
338135171;82990;SOCIEDADE PONTO VERDE - SOCIEDADE GESTORA DE RESÍDUOS DE EMBALAGENS, S.A.;RUA JOÃO CHAGAS, 53 1ºDTO. - EDIFICIO INFANTE DOM HENRIQUE;DAFUNDO;1495-764;CRUZ QUEBRADA-DAFUNDO;OEIRAS;LISBOA;210102400;210102499;info@pontoverde.pt;www.pontoverde.pt;503794040;64251352.17;46;Director de Marketing;Dr.;Mário Raposo
449818434;21100;HOVIONE FARMACIÊNCIA, S.A.;QUINTA SÃO PEDRO - SETE CASAS;LOURES;2674-506;LOURES;LOURES;LISBOA;219829000;219829118;hello@hovione.com;www.hovione.com;500135495;64037516.62;504;Director de Marketing;Eng.;Pedro Couto Rosado
449155761;10420;FIMA - PRODUTOS ALIMENTARES, S.A.;LARGO MONTERROIO DE MASCARENHAS;LISBOA;1099-081;LISBOA;LISBOA;LISBOA;213892000;213892419;;;500116270;63900947.49;142;Director de Marketing;;Vincent Weijers
454609249;80100;ESEGUR - EMPRESA DE SEGURANÇA, S.A.;RUA GUINÉ, 7/7A;PRIOR VELHO;2685-336;PRIOR VELHO;LOURES;LISBOA;219491100;219491172;esegur@mail.telepac.pt;;503125873;63709836.06;1928;Director de Marketing;;Sandra Silva
454663774;52211;LUSOPONTE - CONCESSIONÁRIA PARA A TRAVESSIA DO TEJO, S.A.;PRAÇA DA PORTAGEM - EDIFICIO DA PRAÇA DA PORTAGEM;PENAS;2870-392;MONTIJO;MONTIJO;SETÚBAL;212328200;212328240;geral@lusoponte.pt;www.lusoponte.pt;503174688;63202076.3;19;Director de Marketing;Dra.;Maria Cândida Carvalho
449522366;45110;C.SANTOS - VEÍCULOS E PEÇAS, S.A.;RUA DO PROLETARIADO, 18;CARNAXIDE;2790-138;CARNAXIDE;OEIRAS;LISBOA;214245800;214245825;csantos@csantosvp.pt;www.csantosvp.pt;500035679;62890890;229;Director de Marketing;Dra.;Madalena Rodrigues
449768415;46430;INDESIT COMPANY PORTUGAL - ELECTRODOMÉSTICOS, S.A.;RUA ABRANCHES FERRÃO, 10 14ºD;LISBOA;1600-001;LISBOA;LISBOA;LISBOA;217234700;217234790;mktg.p@indesit.com;www.indesit.com;500828822;62800291;48;Director de Marketing;Dr.;Armando Anjos
337778265;47711;SDV - SOCIEDADE DE DISTRIBUIÇÃO DE VESTUÁRIO, S.A.;RUA NOSSA SENHORA DA MÃO PODEROSA, 267;ERMESINDE;4445-522;ERMESINDE;VALONGO;PORTO;229774200;229774232;geral@sdv.com.pt;www.sdv.com.pt;506484670;62647819.99;50;Director de Marketing;;António Vasco Gascão Nunes Pereira Nina
449110238;13920;LAMEIRINHO - INDÚSTRIA TÊXTIL, S.A.;LAMEIRINHO;GUIMARÃES;4835-852;GUIMARÃES;GUIMARÃES;BRAGA;253422000;253531185;geral@lameirinho.pt;www.lameirinho.pt;500151539;62096098.84;851;Director de Marketing;Dra.;Isabel Aragão
452624943;62090;ORACLE PORTUGAL - SISTEMAS DE INFORMAÇÃO, LDA;RUA ENCOSTA DAS LAGOAS, EDIFÍCIO 8 - LAGOAS PARK;PORTO SALVO;2740-244;PORTO SALVO;OEIRAS;LISBOA;214235000;214235100;marketing@oracle.com;www.oracle.com;502186771;61729767.82;155;Director de Marketing;Dra.;Ana Ferreira
450430574;42110;ALEXANDRE BARBOSA BORGES, S.A.;MARTIN D'ALÉM;MARTIM DE ALÉM;4755-307;MARTIM;BARCELOS;BRAGA;253607260;253607269;abborges@mail.telepac.pt;www.abborges.pt;500553408;61616890.22;465;Director de Marketing;Dra.;Sandra Luzes
450497383;42990;EMPRESA DE CONSTRUÇÕES AMÂNDIO CARVALHO, S.A.;RUA CARLOS BACELAR, 174;VILA NOVA DE FAMALICÃO;4760-103;VILA NOVA DE FAMALICÃO;VILA NOVA DE FAMALICÃO;BRAGA;252309760;252374150;geral@amandiocarvalho.pt;www.amandiocarvalho.pt;501428119;61248587.83;303;Director de Marketing;Enga.;Carla Isabel Ribeiro Camões
453181117;47420;THE PHONE HOUSE - COMÉRCIO E ALUGUER DE BENS E SERVIÇOS, LDA;RUA LATINO COELHO, 13;LISBOA;1050-132;LISBOA;LISBOA;LISBOA;210412100;210412198;ptinfo@phonehouse.pt;www.phonehouse.pt;502030844;61087968.98;1000;Director de Marketing;Dr.;José Domingos da Silva de Jesus
453015448;78200;ADECCO RECURSOS HUMANOS - EMPRESA DE TRABALHO TEMPORÁRIO, LDA;RUA ANTÓNIO PEDRO, 111 3ºFTE;LISBOA;1150-045;LISBOA;LISBOA;LISBOA;213168300;213168351;recursos.humanos@adecco.pt;www.adecco.pt;502310685;60713957.37;145;Director de Marketing;;Cláudia Ferreira
449182880;46460;PROFARIN - DISTRIBUIDORA DE PRODUTOS FARMACÊUTICOS INDUSTRIAIS, LDA;RUA DA QUINTA DOS GRILOS, 30;CARNAXIDE;2790-476;CARNAXIDE;OEIRAS;LISBOA;214253240;214253249;profarin@profarin.pt;;500223238;60626879.14;25;Director de Marketing;Dr.;Mário Lopes Cajada
449095603;43290;PINTO & CRUZ, LDA;RUA ENGENHEIRO FERREIRA DIAS, 469;PORTO;4100-247;PORTO;PORTO;PORTO;226150500;226101370;office@pintocruz.pt;www.pintocruz.pt;500217904;60534956.28;470;Director de Marketing;Dr.;Luís Guimarães da Silva Pinto
336141507;62090;SAP PORTUGAL - SISTEMAS, APLICAÇÕES E PRODUTOS INFORMÁTICOS, SOCIEDADE UNIPESSOAL, LDA;LAGOAS PARK, EDIFÍCIO 4, 3º;PORTO SALVO;2740-267;PORTO SALVO;OEIRAS;LISBOA;214465500;214465501;info.portugal@sap.com;www.sap.pt;504569759;60200444.81;127;Director de Marketing;;Paulo Almeida
450679261;25290;AMAL - CONSTRUÇÕES METÁLICAS, S.A.;AVENIDA ALMIRANTE REIS, 114;LISBOA;1150-023;LISBOA;LISBOA;LISBOA;212808120;212808129;info@amal-sa.com;www.grupoamal.com;501603514;60055212.75;250;Director de Marketing;;António Couceiro
453503401;62090;CPCIS - COMPANHIA PORTUGUESA DE COMPUTADORES, INFORMÁTICA E SISTEMAS, S.A.;RUA COSTA CABRAL, 575;PORTO;4200-223;PORTO;PORTO;PORTO;225570000;225504540;formacao_ms@cpcis.pt;www.cpcis.pt;501267255;60000000;225;Director de Marketing;;Jorge Francisco Oliveira Maia Queiroz Machado
453397663;10413;LUSOL - COMPANHIA LUSITANA DE OLEOS, S.A.;RUA DO INDUSTRIAL ALFREDO DA SILVA - QUIMIPARQUE;BARREIRO;2830-138;BARREIRO;BARREIRO;SETÚBAL;212068300;214120469;;;502456620;59900282.34;186;Director de Marketing;Dr.;Ricardo Castedo
452156904;81100;ISS FACILITY SERVICES - GESTÃO E MANUTENÇÃO DE EDIFÍCIOS, LDA;RUA MOINHO DA BARRUNCHADA, 4 1ºDTO.;CARNAXIDE;2790-109;CARNAXIDE;OEIRAS;LISBOA;214246760;214246786;jorge.moreira@pt.issworld.com;www.pt.issworld.com;501616276;59825394.25;7450;Director de Marketing;;Estevão Luís Oliveira Amaral Osorio
450148739;46430;REXEL - DISTRIBUIÇÃO DE MATERIAL ELÉCTRICO, S.A.;AVENIDA DOM JOÃO II, LOTE 1.12.02 PISO 14 - EDIFÍCIO ADAMASTOR TORRE 2;LISBOA;1990-078;LISBOA;LISBOA;LISBOA;218937200;218937292;rexel_geral@rexel.pt;www.rexel.pt;501142070;59477835.74;202;Director de Marketing;;Mário Barros
454447988;69200;DELOITTE & ASSOCIADOS - SOCIEDADE DE REVISORES OFICIAIS DE CONTAS, S.A.;PRAÇA DUQUE DE SALDANHA, 1 6º - EDIFICIO ATRIUM SALDANHA;LISBOA;1050-094;LISBOA;LISBOA;LISBOA;210423000;210427950;;;501776311;59412564;398;Director de Marketing;Dr.;Jorge Manuel de Sousa Marrão
449392778;46382;JERÓNIMO MARTINS - DISTRIBUIÇÃO DE PRODUTOS DE CONSUMO, LDA;RUA TIERNO GALVAN, TORRE 3 9.J;LISBOA;1070-274;LISBOA;LISBOA;LISBOA;213613300;213623546;jm.dpc@jmd.jeronimo-martins.pt;www.jeronimo-martins.pt;501549757;59320516.75;88;Director de Marketing;Dr.;Nuno Aguiar
337396142;45110;JAPAUTOMOTIVE - COMÉRCIO DE AUTOMÓVEIS, S.A.;AVENIDA GAGO COUTINHO, 248;MARCO DE CANAVESES;4630-206;MARCO DE CANAVESES;MARCO DE CANAVESES;PORTO;255788000;253420769;geral@japautomotive.pt;www.japautomotive.pt;505897210;58937314.56;194;Director de Marketing;;Dionísio Gonçalves
449065572;11071;SOCIEDADE DA ÁGUA DE LUSO, S.A.;RUA ÁLVARO CASTELÕES, 63;LUSO;3050-230;LUSO;MEALHADA;AVEIRO;231937400;231937519;agua.luso@mail.telepac.pt;www.agualuso.pt;500254060;58254331.74;210;Director de Marketing;;Nuno Teles
449025048;23312;CINCA - COMPANHIA INDUSTRIAL DE CERÂMICA, S.A.;RUA PRINCIPAL, 39;FIÃES;4505-372;FIÃES VFR;SANTA MARIA DA FEIRA;AVEIRO;227476400;227476490;portugal@cinca.pt;www.cinca.pt;500064040;58122212.86;684;Director de Marketing;;Isabelle Bárbara
450680020;21201;LABORATÓRIO MEDINFAR - PRODUTOS FARMACÊUTICOS, S.A.;RUA HENRIQUE DE PAIVA COUCEIRO, 27/29;AMADORA;2700-451;AMADORA;AMADORA;LISBOA;214997400;214997499;medinfar@medinfar.pt;www.medinfar.pt;500384045;58058882.12;174;Director de Marketing;Dra.;Fátima Letras
449000603;42110;CONSTRUTORA DO TÂMEGA, S.A.;CABEÇO DA ROSA;BUCELAS;2671-601;BUCELAS;LOURES;LISBOA;219589700;219589767;tamega@ctamega.pt;www.ctamega.pt;500073945;57595861.36;330;Director de Marketing;Eng.;Jose Lopes
452695612;46382;PESCANOVA (PORTUGAL) - PRODUTOS ALIMENTARES, LDA;DOCA PESCA DE PEDROUÇOS, 2 - EDIFÍCIO DOS ARMADORES;LISBOA;1400-038;LISBOA;LISBOA;LISBOA;213025800;213025802;mmascarenhas@pescanova.pt;www.pescanova.pt;501862293;50784381.94;32;Director de Marketing;Dra.;Ana Maria Vale Cardoso Vicente
449117811;21201;HOECHST MARION ROUSSEL, LDA;ESTRADA NACIONAL 249, KM 15;ALGUEIRÃO-MEM MARTINS;2725-000;MEM MARTINS;SINTRA;LISBOA;;;;;500162190;50676283.57;208;Director de Marketing;;Timothy Alan Joseph Fitzgerald
449001833;46720;F.RAMADA - AÇOS E INDUSTRIAS, S.A.;AVENIDA REGUA - COVA DO FRADE;OVAR;3880-014;OVAR;OVAR;AVEIRO;256580400;256580500;framada@ramada.pt;www.ramada.pt;500103844;50467469.52;198;Director de Marketing;Eng.;José Manuel Pereira Oliveira
452568280;46341;UNITED DISTILLERS COMPANHIA VELHA, LDA;QUINTA BASSAQUEIRA;AZEITÃO;2925-511;AZEITÃO;SETÚBAL;SETÚBAL;289500279;;;;502169249;50357349.68;52;Director de Marketing;Dr.;Rui Zuzarte
450286042;45110;ENTREPOSTO V.H. - IMPORTAÇÃO DE AUTOMÓVEIS, S.A.;AVENIDA DOUTOR FRANCISCO LUÍS GOMES, 1 2º;LISBOA;1800-177;LISBOA;LISBOA;LISBOA;218548300;218520615;vendas@entrepostovh.pt;www.hyundai.pt;500820384;50172078.66;38;Director de Marketing;Dr.;Paulo Eduardo Dias Ferreira da Silva Isidoro
449000355;10395;INDÚSTRIAS DE ALIMENTAÇÃO IDAL, S.A.;FONTE DAS SOMBRAS;FONTE DAS SOMBRAS;2130-103;BENAVENTE;BENAVENTE;SANTARÉM;263500532;263500599;a.oliveira@heinz.pt;;500138869;50154032.94;328;Director de Marketing;Dra.;Nirce Xavier
449211200;23312;REVIGRÉS - INDÚSTRIA DE REVESTIMENTOS DE GRES, LDA;DE BARRÔ;BARRO;3750-351;BARRÔ AGD;ÁGUEDA;AVEIRO;234660100;234666555;revigres@revigres.pt;www.revigres.com;500674035;50115971.65;346;Director de Marketing;Dra.;Ana Paula Nunes Roque
450252200;22210;POLITEJO - INDÚSTRIA DE PLÁSTICOS, S.A.;ESTRADA NACIONAL 3 AO KM 16;AZAMBUJA;2054-909;AZAMBUJA;AZAMBUJA;LISBOA;263400080;263418480;geral@politejo.com;www.politejo.com;501783466;50002935.11;98;Director de Marketing;Eng.;André Maia
449210889;23312;PAVIGRÉS - CERÂMICAS, S.A.;VILA DE ANADIA;ANADIA;3780-000;ANADIA;ANADIA;AVEIRO;231510600;231504143;geral@pavigres.com;www.pavigres.com;500810265;49967080.14;564;Director de Marketing;Dr.;Rui Mariz
449087980;45110;GAMOBAR - SOCIEDADE DE REPRESENTAÇÕES, S.A.;RUA DELFIM FERREIRA, 230/414;PORTO;4100-199;PORTO;PORTO;PORTO;226196964;226101233;gamobar@gamobar.pt;www.gamobar.pt;500123853;49816093.08;170;Director de Marketing;Dr.;Tiago Silva
449831130;72190;INSTITUTO DE SOLDADURA E QUALIDADE;AVENIDA PROFESSOR DOUTOR CAVACO SILVA, 33 - TAGUSPARK;PORTO SALVO;2740-120;PORTO SALVO;OEIRAS;LISBOA;214228100;214228120;marketing@isq.pt;www.isq.pt;500140022;49698211.43;698;Director de Marketing;Dra.;Marta Miranda
449182476;46494;ARTSANA PORTUGAL, S.A.;RUA HUMBERTO MADEIRA, 9;QUELUZ DE BAIXO;2730-097;BARCARENA;OEIRAS;LISBOA;214347800;214350128;farsanap@mail.telepac.pt;;500109907;49543012.48;306;Director de Marketing;Dra.;Lúcia Rodrigues
454611872;68321;MUNDICENTER II - GESTÃO DE ESPAÇOS COMERCIAIS, S.A.;RUA PROFESSOR CARLOS ALBERTO DA MOTA PINTO, 17 4º - EDIFÍCIO AMOREIRAS SQUARE;LISBOA;1070-313;LISBOA;LISBOA;LISBOA;213802300;213877677;mundicenter.sgps@mundicenter.pt;www.amoreiras.com;503121495;49532237.87;33;Director de Marketing;Dra.;Patricia Maria Vicente Sequeira Almeida
453476228;45110;CONFIAUTO - INDÚSTRIA E COMÉRCIO DE AUTOMÓVEIS, S.A.;AVENIDA GENERAL HUMBERTO DELGADO, 115 - ALTO DE PÊGA;VILA DO CONDE;4480-905;VILA DO CONDE;VILA DO CONDE;PORTO;252248500;252642805;confiauto@confiauto.pt;www.confiauto.pt;502419210;49468950.75;197;Director de Marketing;Dr.;José Pereira
449310390;46382;WARNER LAMBERT (PORTUGAL) - COMERCIO E INDUSTRIA, LDA;ESTRADA DO CASAL DE CANAS - EDIFICIO ABB;AMADORA;2720-092;AMADORA;AMADORA;LISBOA;214257400;214257401;ptglobal@pfizer.com;www.warner-lambert.pt;500703566;49099093.34;107;Director de Marketing;;Isabel Azancot
449101088;29320;SUNVIAUTO - INDÚSTRIA DE COMPONENTES DE AUTOMÓVEIS, S.A.;RUA BELA VISTA - JACA;PEDROSO;4415-170;PEDROSO;VILA NOVA DE GAIA;PORTO;227865200;227865201;sunviauto@mail.telepac.pt;www.sunviauto.pt;500277532;49073722.89;844;Director de Marketing;Eng.;Afonso Santos
452116262;55111;UNITED INVESTMENTS (PORTUGAL) - EMPREENDIMENTOS TURÍSTICOS, S.A.;PINE CLIFFS FALESIA;FALÉSIA;8200-324;ALBUFEIRA;ALBUFEIRA;FARO;289500100;289500350;info@pinecliffs.com;www.pinecliffs.com;501577815;48796517.87;509;Director de Marketing;Dra.;Filipa Vinha
449177385;42110;ACORIL - EMPREITEIROS, S.A.;RUA AUGUSTO GIL, 31 - MOINHOS DA FUNCHEIRA;AMADORA;2650-374;AMADORA;AMADORA;LISBOA;214987400;214987473;acoril@mail.telepac.pt;;500020094;48742327.9;1;Director de Marketing;Dra.;Aldina Maria Santos Cordeiro
450494307;22210;CASFIL - INDÚSTRIA DE PLÁSTICOS, S.A.;RUA PONTE DA PINGUELA, 265;VILA DAS AVES;4795-099;AVES;SANTO TIRSO;PORTO;252820100;252820109;casfil@casfil.pt;www.casfil.pt;501170952;48728217.14;215;Director de Marketing;;Luís Ferreira Pinto
449197144;13941;MANUEL RODRIGUES DE OLIVEIRA SÁ & FILHOS, S.A.;RUA OUTEIRO, 906 - GEMUNDE;MAIA;4475-150;MAIA;MAIA;PORTO;229434900;229434949;cos.maia@oliveirasa.pt;www.oliveirasa.pt;500180547;48714311.5;453;Director de Marketing;Dr.;Miguel Oliveira Sá
452723117;45110;SANTOGAL L - COMÉRCIO E REPARAÇÃO DE AUTOMÓVEIS, S.A.;AVENIDA DEFENSORES DE CHAVES, 35C/35D;LISBOA;1000-111;LISBOA;LISBOA;LISBOA;213135200;214705215;bmw@luacar.pt;www.santogal.pt;502220465;48481278.69;88;Director de Marketing;;José Neto Rebelo
453488546;16295;AMORIM CORK COMPOSITES, S.A.;RUA MELADAS, 260;MOZELOS;4535-186;MOZELOS VFR;SANTA MARIA DA FEIRA;AVEIRO;227475300;227475304;acc@amorim.com;www.corkcomposites.amorim.com;502546255;48368000;430;Director de Marketing;Eng.;Carlos Duarte
454022690;46341;PERNOD RICARD PORTUGAL - DISTRIBUIÇÃO, S.A.;AVENIDA DO FORTE, 4;CARNAXIDE;2794-030;CARNAXIDE;OEIRAS;LISBOA;214249940;214248904;geral@pernod-ricard-portugal.com;www.pernod-ricard-portugal.com;502848987;47985475.48;72;Director de Marketing;;Carlos Lafuente
453268757;28920;ABB, (ASEA BROWN BOVERI), S.A.;RUA QUINTA DO QUINTÃ, 3 EDIFÍCIO Q36 PLAZA I - QUINTA DA FONTE;PAÇO DE ARCOS;2770-203;PAÇO DE ARCOS;OEIRAS;LISBOA;214256000;214256247;contactos.clientes@pt.abb.com;www.abb.pt;502455098;47764978.46;185;Director de Marketing;Eng.;Eduardo Alves de Sá
452207913;49310;SOCIEDADE DE TRANSPORTES COLECTIVOS DO PORTO, S.A.;AVENIDA FERNÃO DE MAGALHÃES, 1862 13º - ANTAS;PORTO;4350-158;PORTO;PORTO;PORTO;225071000;225071159;clientes@stcp.pt;www.stcp.pt;500246467;47732339.51;1490;Director de Marketing;Dra.;Maria Manuela Gomes Castro Ribeiro
453354862;46480;TEMPUS INTERNACIONAL - IMPORTAÇÃO DE RELOJOARIA, S.A.;AVENIDA INFANTE DOM HENRIQUE, LOTE 1679 R/C DTO.CLJ;LISBOA;1950-420;LISBOA;LISBOA;LISBOA;218310100;218310135;tempus@tempus.pt;www.tempus.pt;502472804;47700550;72;Director de Marketing;Dr.;João Aleixo
337167378;47782;MULTIÓPTICAS, UNIPESSOAL, LDA;RUA CARMO, 102 3º;LISBOA;1249-063;LISBOA;LISBOA;LISBOA;213234500;213234593;geral@multiopticas.pt;www.multiopticas.pt;505433753;47603368;492;Director de Marketing;Dra.;Carla Palaio
457736627;24420;QUINTAS & QUINTAS - CONDUTORES ELÉCTRICOS, S.A.;PAÇO;ESPOSENDE;4740-475;ESPOSENDE;ESPOSENDE;BRAGA;253969130;252690329;quintquint@quintquint.pt;www.quintascondutores.pt;504084569;47020174.31;107;Director de Marketing;Eng.;Silva Tiago
